id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户
2020-12-25 01:06:54
4581664426822837,JygsOsCVL,#国家公祭日# 铭记历史，珍爱和平，吾辈当自强！,,,,,2020-12-13,,3382755,573416,1000000,国家公祭日,,False,2656274875,央视新闻,4581460651018238,Jyba94gTc,【今日，请一起转发！铭记！为30万遇难同胞！】今天，南京大屠杀死难者#国家公祭日#。在那场持续6周的人间浩劫里，#南京大屠杀每隔12秒就有一人遇难#。今天，我们以国之名悼念逝者！不为延续仇恨，只为警醒：吾辈自强！ ,,https://wx4.sinaimg.cn/large/002TLsr9ly1glliihfsrsj60u01i64r102.jpg,,,2020-12-13,微博 weibo.com,1036696,163713,13685624,"国家公祭日,南京大屠杀每隔12秒就有一人遇难",
